id,bert_sentence,t5_sentence,target,label
284,Skipping and Hopping of Undergraduates: Recollections of When and Why.,Skipping and Hopping of Undergraduates: Recollections of When and Why.,funny,1
1841,The effect of visual obstructions on the sexual behaviour of guppies: the importance of privacy,The effect of visual obstructions on the sexual behaviour of guppies: the importance of privacy,not funny,0
564,Experimentally based description of harp plucking.,Experimentally based description of harp plucking.,funny,1
922,An Eiffel Penetrating Head Injury,An Eiffel Penetrating Head Injury,funny,1
1830,"Phosphorus Supply Alters Tuber Composition, Flower Production, and Mycorrhizal Responsiveness of Container-grown Hybrid Zantedeschia","Phosphorus Supply Alters Tuber Composition, Flower Production, and Mycorrhizal Responsiveness of Container-grown Hybrid Zantedeschia",not funny,0
970,Toxic sock syndrome,Toxic sock syndrome,funny,1
1767,Single and multiple resistance QTL delay symptom appearance and slow down root colonization by Aphanomyces euteiches in pea near isogenic lines,Single and multiple resistance QTL delay symptom appearance and slow down root colonization by Aphanomyces euteiches in pea near isogenic lines,not funny,0
914,Children's Perceptions of Peer Reputations and Their Social Reputations Among Peers,Children's Perceptions of Peer Reputations and Their Social Reputations Among Peers,funny,1
1110,"Knowledge, Attitude and Practice regarding Dandruff among Soldiers","Knowledge, Attitude and Practice regarding Dandruff among Soldiers",funny,1
2162,Transient electro-oculogram impairment in unilateral acute idiopathic maculopathy,Transient electro-oculogram impairment in unilateral acute idiopathic maculopathy,not funny,0
2373,Outcome of pulmonary vein isolation ablation for paroxysmal atrial fibrillation: predictive role of left atrial mechanical dyssynchrony by speckle tracking echocardiography,Outcome of pulmonary vein isolation ablation for paroxysmal atrial fibrillation: predictive role of left atrial mechanical dyssynchrony by speckle tracking echocardiography,not funny,0
724,Tooth-brushing epilepsy with ictal orgasms.,Tooth-brushing epilepsy with ictal orgasms.,funny,1
2361,Unusual Presentations of Infectious Diseases,Unusual Presentations of Infectious Diseases,not funny,0
1424,Choices from Identical Options.,Choices from Identical Options.,funny,1
1820,The emergence of insects from a British River warmed by power station cooling-water,The emergence of insects from a British River warmed by power station cooling-water,not funny,0
1028,Effects of Exposure to a Mobile Phone on Sexual Behavior in Adult Male Rabbit: An Observational Study.,Effects of Exposure to a Mobile Phone on Sexual Behavior in Adult Male Rabbit: An Observational Study.,funny,1
598,the hazards of Halloween,the hazards of Halloween,funny,1
1832,Comparative multivariate analysis of biometric traits of West African Dwarf and Red Sokoto goats,Comparative multivariate analysis of biometric traits of West African Dwarf and Red Sokoto goats,not funny,0
998,A Method for Predicting Psychological Response to Meaningless Random Noise Based on Fuzzy System Model,A Method for Predicting Psychological Response to Meaningless Random Noise Based on Fuzzy System Model,funny,1
2693,Intercerebellar Coupling Contributes to Bimanual Coordination,Intercerebellar Coupling Contributes to Bimanual Coordination,not funny,0
3396,Composition of the fauna and the communities structure of the Cicadina (Homoptera) in the lowland Trans-Volga woodlands,Composition of the fauna and the communities structure of the Cicadina (Homoptera) in the lowland Trans-Volga woodlands,not funny,0
2714,Paradoxical vascularfibrotic reaction after intravitreal bevacizumab for retinopathy of prematurity,Paradoxical vascularfibrotic reaction after intravitreal bevacizumab for retinopathy of prematurity,not funny,0
1274,"Sloth Hair as a Novel Source of Fungi with Potent Anti-Parasitic, Anti-Cancer and Anti-Bacterial Bioactivity","Sloth Hair as a Novel Source of Fungi with Potent Anti-Parasitic, Anti-Cancer and Anti-Bacterial Bioactivity",funny,1
654,"The psychology, biology and Pedagogy of Genius","The psychology, biology and Pedagogy of Genius",funny,1
1325,Jealousy and mutilation: nose-biting as retribution for adultery,Jealousy and mutilation: nose-biting as retribution for adultery,funny,1
1847,QTL mapping of downy and powdery mildew resistances in PI 197088 cucumber with genotyping-by-sequencing in RIL population,QTL mapping of downy and powdery mildew resistances in PI 197088 cucumber with genotyping-by-sequencing in RIL population,not funny,0
2044,A static contact angle algorithm and its application to hydrophobicity measurement in silicone rubber corona aging test,A static contact angle algorithm and its application to hydrophobicity measurement in silicone rubber corona aging test,not funny,0
2071,Leakage Current Analysis of Nitride-Based Photodetectors by Emission Microscopy Inspection,Leakage Current Analysis of Nitride-Based Photodetectors by Emission Microscopy Inspection,not funny,0
668,The longevity of Baseball Hall of Famers compared to other players,The longevity of Baseball Hall of Famers compared to other players,funny,1
879,Why Barbie is perceived as beautiful.,Why Barbie is perceived as beautiful.,funny,1
2163,Reply: Considerations When Evaluating Cost-Effectiveness Analyses of Novel Stroke Prevention Therapies.,Reply: Considerations When Evaluating Cost-Effectiveness Analyses of Novel Stroke Prevention Therapies.,not funny,0
341,"Please, sir, pull down your socks!","Please, sir, pull down your socks!",funny,1
2433,Peripartum cocaine use and postpartum myocardial infarction.,Peripartum cocaine use and postpartum myocardial infarction.,not funny,0
2184,More clarity needed for contraceptive mobile app Pearl Index calculations.,More clarity needed for contraceptive mobile app Pearl Index calculations.,not funny,0
2778,"Distinct neural mechanisms underlie the success, precision, and vividness of episodic memory","Distinct neural mechanisms underlie the success, precision, and vividness of episodic memory",not funny,0
1534,The Organization of Santa: Fetishism Ambivalence and Narcissism,The Organization of Santa: Fetishism Ambivalence and Narcissism,funny,1
1161,Adolescent Gambling on Fruit Machines.,Adolescent Gambling on Fruit Machines.,funny,1
3096,Activation of the middle fusiform 'face area' increases with expertise in recognizing novel objects,Activation of the middle fusiform 'face area' increases with expertise in recognizing novel objects,not funny,0
519,Hidden Hazards of Cremation,Hidden Hazards of Cremation,funny,1
3055,Differential associations of metabolic risk factors on cortical thickness in metabolic syndrome,Differential associations of metabolic risk factors on cortical thickness in metabolic syndrome,not funny,0
767,Ping-Pong-Ball Indentation of the Skull Without Fracture.,Ping-Pong-Ball Indentation of the Skull Without Fracture.,funny,1
1649,Familial Sinistrals Avoid Exact Numbers,Familial Sinistrals Avoid Exact Numbers,funny,1
1963,The Conduction Characteristics of a 700 V Lateral Insulated-Gate Bipolar Transistor in a Junction Isolation Technology,The Conduction Characteristics of a 700 V Lateral Insulated-Gate Bipolar Transistor in a Junction Isolation Technology,not funny,0
907,Head hunting and hair witchcraft (Mummies 2),Head hunting and hair witchcraft (Mummies 2),funny,1
3280,Mean-square stability analysis of discrete-time stochastic Markov jump recurrent neural networks with mixed delays,Mean-square stability analysis of discrete-time stochastic Markov jump recurrent neural networks with mixed delays,not funny,0
2646,"SPECT imaging of the stomach: comparison with barostat, and effects of sex, age, body mass index, and fundoplication","SPECT imaging of the stomach: comparison with barostat, and effects of sex, age, body mass index, and fundoplication",not funny,0
3397,A new Raspy Cricket from the northern Australian Rainforests (Orthoptera: Gryllacrididae),A new Raspy Cricket from the northern Australian Rainforests (Orthoptera: Gryllacrididae),not funny,0
839,Another look at baseball player initials and longevity,Another look at baseball player initials and longevity,funny,1
2232,Postmortale Evaluation des kornealen Astigmatismus nach Astigmatismus-orientierter perforierender Keratoplastik (AOpKP),Postmortale Evaluation des kornealen Astigmatismus nach Astigmatismus-orientierter perforierender Keratoplastik (AOpKP),not funny,0
1050,Singing the national anthem at major league baseball stadiums raises awareness of ALS,Singing the national anthem at major league baseball stadiums raises awareness of ALS,funny,1
1198,Economic Insecurity Increases Physical Pain,Economic Insecurity Increases Physical Pain,funny,1
2913,Cross-species approaches to cognitive neuroplasticity research,Cross-species approaches to cognitive neuroplasticity research,not funny,0
2435,"Presence of anti-Leishmania (Viannia) braziliensis antibodies in blood donors in the West-Central region of the State of Paraná, Brazil.","Presence of anti-Leishmania (Viannia) braziliensis antibodies in blood donors in the West-Central region of the State of Paraná, Brazil.",not funny,0
108,Sword Swallowing and Its Side Effects.,Sword Swallowing and Its Side Effects.,funny,1
2854,Real conversations with artificial intelligence: A comparison between human-human online conversations and human-chatbot conversations,Real conversations with artificial intelligence: A comparison between human-human online conversations and human-chatbot conversations,not funny,0
1791,"Eighteen novel microsatellite markers for the Chinese sea perch, Lateolabrax maculatus","Eighteen novel microsatellite markers for the Chinese sea perch, Lateolabrax maculatus",not funny,0
1082,Influence of frequent and long-term consumption of legume seeds on excretion of intestinal gases.,Influence of frequent and long-term consumption of legume seeds on excretion of intestinal gases.,funny,1
1504,Bottoms Up! The Influence of Elongation on Pouring and Consumption Volume.,Bottoms Up! The Influence of Elongation on Pouring and Consumption Volume.,funny,1
732,Ear Asymmetry in Telephone-Listening Behavior.,Ear Asymmetry in Telephone-Listening Behavior.,funny,1
1269,Speed and Endurance of the Coyote,Speed and Endurance of the Coyote,funny,1
3034,Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,Use of Computational Modeling to Inform tDCS Electrode Montages for the Promotion of Language Recovery in Post-stroke Aphasia,not funny,0
