text,label,id
"Wellhung: No wait! Now I'm squinting, trying to find the night table.
",1,13999
"My wife had an accident the other day. We were standing by a wishing well and she fell in.
",1,9602
"Went to court for a parking ticket. I pleaded insanity.
",1,14839
"What do you call a boom-a-rang that dosen't come back?
",1,1494
"Your biggest loss from a system crash was when you lost all of your best jokes.
",1,9716
"1986 No. 1925), rule 7.55, which provided:
",0,18469
"Raytel acquires Texas cardiology practice.
",0,17466
"I am the mother of all things, and all things must wear a sweater.
",1,3673
"Women do not, snore, burp, sweat or fart. Therefore, they must bitch or they will explode.
",1,7340
"The perfect guest is one who makes his host feel at home.
",1,10952
"You can go to a public toilet without a support group.
",1,15027
"The meek will inherit the earth ... the rest of us will go to the stars.
",1,2311
"My kid is the one who beats up your honor student.
",1,3299
"If life gives you lemons, I say stick 'em down your shirt and make your boobs look bigger.
",1,13681
"It's the empty can that makes the most noise.
",0,29752
"Estonian MPS see little hope of electing president.
",0,21521
"The person not here is the one working on the problem.
",1,14103
"Don't know how to say them.
",0,16041
"RESEARCH ALERT - Apollo Group raised to buy.
",0,24213
"It will operate them on a non-profit basis.
",0,29575
"In still water are the largest fish.
",0,22309
"From: Ian Ellis ian#NoSpam.iglou.com The speed of time is one second per second.
",1,14576
"Once upon a time, he had written.
",0,31750
"Bureaucracy: transforming energy into solid waste.
",1,4185
"If it wasn't for C we'd be using BASI, PASAL, and OBOL!
",1,9601
"Pakistan State Oil slips on report of leak.
",0,21915
"Sex is hereditary. If your parents never had it, chances are you won't either.
",1,13874
"Life is what happens to you while you are planning to do something else.
",1,2934
"These three take crooked ways: carts, boats, and musicians.
",0,25499
"He that puts on a public gown must put off a private person.
",0,26622
"A penny in time is as good as a dollar.
",0,25788
"Go and wake up your cook.
",0,28574
"If you're not in business for fun or profit, what the h--- are you doing here?
",1,10391
"She found out about it through some anonymous letters.
",1,10507
"There is no sweeter sound than the crumbling of your fellow man.
",1,5953
"Men love a challenge - women normally provide this.
",1,10813
"Perseverance is getting on with the job when you know it's impossible.
",1,12530
"A perfect lover is one who turns into a pizza at 4:00 am.
",1,13081
"The pastor could hardly believe how beautiful it looked and it covered up the entire problem area.
",1,15869
"Any connection between your reality and mine is purely coincidental.
",1,14477
"Ghana stock index rises in quiet trade.
",0,26621
"Computer Lie # 1: You'll never use all that disk space.
",1,11148
"It just slows down our progress.
",0,21202
"The end of your tie doesn't come anywhere near the top of your pants.
",1,1462
"The grapes are sour, said the fox, when he could not get at them.
",0,27650
"Bloody sexist, muttered Perdita, as Juan rode off.
",0,21839
"Why do we have noses that run and feet that smell?
",1,4115
"How did a fool and his money get together to begin with?
",1,3907
"When the next house is on fire, 'tis high time to look to your own.
",0,25365
"A joke that a Jew has heard and knows how to tell it better.
",1,1597
"Flight Risk: Used to describe employees who are suspected of planning to leave the company or department soon.
",1,2685
"Teach him how to fish and he will sit in a boatand drink beer all day.
",1,12869
"What's the difference between a poof and a microwave?
",1,6977
"Then I went outside and saw a sign that said compact cars.
",1,5228
"When in doubt, mumble. When in trouble, delegate. When in charge, ponder.
",1,5777
"Witches use brooms because nature abhors a vacuum.
",1,13370
"MGE spring wheat closes lower in thin trade.
",0,30437
"Actions speak louder than words.
",0,17154
"I slit my throat on the cutting edge of technology.
",1,12965
"We hear Uniplex is searching for a US president.
",0,24082
"Indian oils &amp; oilseeds prices-Delhi-August 24.
",0,20682
"Funny Stuff - Thought Funnies - But Wait - There's More!
",1,5007
"Your ambushes would be more successful if you bathed more often!
",1,14123
"The prime suspect was Vic, though how would he know Mungo was in here?
",0,30724
"Mopeds are like fat women. Fun to ride but you don't want to be seen with em!
",1,3249
"New Yorkers, it seems, are a bit soft when it comes to roof-down motoring.
",0,23484
"National carlot beef trade weekly review - USDA.
",0,25861
"Few current models of learning are in accord with this simple picture.
",0,30584
"Coats on hooks in the hallway.
",0,27546
"I looked up my wife's family tree. Most of her relatives are still climbing around in it.
",1,8898
"VNU posts higher interim profit despite TV losses.
",0,23554
"The meek shall inherit the earth, but only after we're done with it.
",1,2676
"The room is silent; none of the other children volunteer.
",1,8453
"A taxpayer is one who does not have to pass a Civil Service examination to work for the Government.
",1,15426
"If you are the phone company, I already sent the money.
",1,5408
"One day I'm a windshield, the next day a bug thereon.
",1,2804
"Emergency declared as floods kill three in Lahore.
",0,25299
"One hunts the hare, and another eats it.
",0,26926
"Nonexistent error - This cannot really be happening.
",1,6296
"I finally got my head together, and my body fell apart.
",1,4487
"the rotten apple spoils its companion.
",0,20852
"A canoe does not know who is king. When it turns over, everyone gets wet.
",0,25085
"NETWARE USERS ASSOCIATION COMES FROM IBM 93 SHOW
",0,28093
"I am glad to be able to reach this conclusion.
",0,26380
"Health Update: Zinc deficiency in pregnancy
",0,23257
"These two paths travel through country.
",0,18739
"Abdujaparov, Indurain and Chiappucci display their winners' jerseys as the '91 Tour enters Paris
",0,31258
"If you plan to leave your mark in the sands of time, you better wear work shoes.
",1,5613
"Everbody wants to go to heaven, but nobody wants to die.
",1,11158
"Eastern Cornbelt hogs carcass close - USDA.
",0,16311
"Not words but knocks.
",0,17427
"Potter's strength is creation not adaptation.
",0,31973
"You know hwo most packages say ""open here""? What should you do if the package says ""open somewhere else""?
",1,9661
"Two hours later they were both killed by a train.
",1,11396
"The heat was on and, over the next 24 hours, posters proliferated alarmingly.
",0,25204
"When something goes does go wrong, it won't be the thing you expected.
",1,7150
"I want to be a veterinarian because I love children.
",1,5150
"MIDCOM Communications completes debt deal.
",0,27966
"Microwave ovens always overcook and undercook at the same time.
",1,8524
"All is fish that comes to the net.
",0,29964
"Joke - More and More BUMPER STICKERS - A whole bunch of funny bumper stickers.
",1,13119
"So practices that might strengthen the inner ear are to be commended.
",0,20447
"I propose to make the declaration which is sought.
",0,20936
"Cleveland, Ohio, parking repriced, restructured.
",0,23078
"In practice, the Bank of England ceased using special deposits after 1980.
",0,19811
"There are 11 messages totalling 344 lines in this issue.
",1,4396
"All women are overweight by definition; don't agree with them about it.
",1,3075
"A bus station is where a bus stops. A train station is where a train stops.
",1,544
"Each day we are confronted with insurmountable opportunities.
",1,830
"RESEARCH ALERT - Mesa raised by Merrill.
",0,16996
"Confucius say...Girl who sit on jockeys lap get hot tip.
",1,1214
"RTRS-Australian Greens to try to block some cuts.
",0,28832
"A drunken man's words are a sober man's thoughts.
",1,14547
"There is a difference between an open mind and a hole in the head.
",1,8247
"Coma...........................A punctuation mark.
",1,6046
"United States Marines: When it absolutely, positively has to be destroyed overnight.
",1,9031
"California raisins murdered: Cereal Killer suspected.
",1,4323
"More important was the software how should a parallel computer be programmed?
",0,26906
"Don't take the piss out of this beer - it needs all the flavour it can get!
",1,9714
"Jesus died for my sins and all I got was this lousy t-shirt.
",1,14667
"ParcPlace founder Adele Goldberg shifts to chairman.
",0,16927
"Where luck is wanting, diligence is useless.
",0,30489
"Knavery may serve a turn, but honesty never fails.
",0,23795
"Now pass this on! If you don't, you'll never have sex ever again.
",1,4148
"Protests continue on eve of Australian budget.
",0,30292
"Flights never leave from Gate #1 at any terminal in the world.
",1,14867
"Copyright and Disclaimer  2001, TDIVE.com. All Rights Reserved.
",1,9580
"If you value your life as much as I value this car, don't touch it!
",1,7881
"If we are to better the future, we must disturb the present.
",1,4070
"Sewell, Spooner and Simonds became members of the council of the Royal College.
",0,26005
"If you're politically correct buzz off you won't like this site!
",1,1308
"Only when you have crossed the river can you say the crocodile has a lump on his snout.
",0,28387
"A woman is like a piano. If she's not upright she's grand.
",1,4246
"If it is worth doing, it is worth doing for money.
",1,5642
"RTRS-TIMELINES-Today in History - Aug 23.
",0,29315
"Are you sure you wouldn't physics?
",0,30861
"Yesterday I couldn't spell engineer. Now I are one.
",1,3018
"He who builds according to every man's advise will have a crooked house.
",0,23923
"A smile is a curve that can set a lot of things straight.
",1,12829
"Who lets another sit on his shoulder, will soon have him on his head.
",0,26565
"My wild oats have turned into prunes and All Bran.
",1,8843
"The light at the end of the tunnel may be a NO EXIT sign.
",1,11705
"Salesman 'If we have, someone's got the fucking sack'.
",1,931
"I went home and there was a guy hanging on the window sill.
",1,15012
"Capex Q1 net rises to $8.56 mln.
",0,28592
"I'm going out to the East Indies India, Malaya, the Philippines
",0,25494
"At some point, treatment becomes futile.
",0,30452
"It is hard to wive and thrive both in a year.
",0,21153
"And I think much more discourse is required.
",0,16432
"It always happens but we never expect the unexpected.
",1,15953
"I will never put off until tomorrow, what I can forget about forever.
",1,7382
"If every fool wore a crown, we would all be kings.
",1,11249
"French bond futures close lower, off day's lows.
",0,25446
